OBJECTID,Document Nbr,Crash Year,Crash Date,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Persons Injured,Pedestrians Killed,Pedestrians Injured,Vehicle Count,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Relation To Roadway,Roadway Alignment,Roadway Surface Type,Roadway Defect,Roadway Description,Intersection Type,Traffic Control Type,Traffic Control Status,Work Zone Related,Work Zone Location,Work Zone Type,School Zone,First Harmful Event,First Harmful Event Loc,Alcohol?,Animal Related?,Unrestrained?,Bike?,Distracted?,Drowsy?,Drug Related?,Guardrail Related?,Hitrun?,Lgtruck?,Motorcycle?,Pedestrian?,Speed?,Max Speed Diff,RoadDeparture Type,Intersection Analysis,Senior?,Young?,Mainline?,Night?,VDOT District,Juris Code,Physical Juris Name,Functional Class,Facility Type,Area Type,SYSTEM,VSP,Ownership,Planning District,MPO Name,RTE Name,RNS MP,Node,Node Offset (ft),x,y,CRASH DATETIME,DAY OF WEEK CODE,DAY OF WEEK DESCRIPTION,CRASH CLASSIFICATION CODE,CRASH CLASSIFICATION DESCRIPTION,COLLISION ON PRIVATE PROPERTY,PEDESTRIAN INVOLVED,MANNER OF IMPACT CODE,MANNER OF IMPACT DESCRIPTION,ALCOHOL INVOLVED,DRUG INVOLVED,ROAD SURFACE CODE,ROAD SURFACE DESCRIPTION,LIGHTING CONDITION CODE,LIGHTING CONDITION DESCRIPTION,WEATHER 1 CODE,WEATHER 1 DESCRIPTION,WEATHER 2 CODE,WEATHER 2 DESCRIPTION,SEATBELT USED,MOTORCYCLE INVOLVED,MOTORCYCLE HELMET USED,BICYCLED INVOLVED,BICYCLE HELMET USED,LATITUDE,LONGITUDE,PRIMARY CONTRIBUTING CIRCUMSTANCE CODE,PRIMARY CONTRIBUTING CIRCUMSTANCE DESCRIPTION,SCHOOL BUS INVOLVED CODE,SCHOOL BUS INVOLVED DESCRIPTION,WORK ZONE,WORK ZONE LOCATION CODE,WORK ZONE LOCATION DESCRIPTION,WORK ZONE TYPE CODE,WORK ZONE TYPE DESCRIPTION,WORKERS PRESENT,the_geom,COUNTY CODE,COUNTY NAME,YEAR
1057,DE-2010-001057,2010,02/11/2010,1710,B,0,0,1,0,1,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.65956,39.63298,2010 Feb 11 05:10:00 PM,5,Thursday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,1,Clear,,,Y,N,N,N,N,39.63298,-75.65956,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.659559999613 39.632979999835),N,New Castle,2010
1058,DE-2015-001058,2015,03/09/2015,2023,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.69406,39.6785,2015 Mar 09 08:23:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.6785,-75.69406,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.69406000022 39.678499999992),N,New Castle,2015
1059,DE-2010-001059,2010,10/26/2010,1757,O,0,0,0,0,0,0,0,,Not Provided,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.49698,39.77198,2010 Oct 26 05:57:00 PM,3,Tuesday,1,Non-Reportable,Y,N,99,Unknown,N,N,1,Dry,1,Daylight,1,Clear,1,Clear,Y,N,N,N,N,39.77198,-75.49698,99,Unknown,0,No,N,,,,,N,POINT (-75.496979999731 39.771980000072),N,New Castle,2010
1060,DE-2012-001060,2012,08/26/2012,1617,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.19321,38.63904,2012 Aug 26 04:17:00 PM,1,Sunday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,1,Clear,,,Y,N,N,N,N,38.63904,-75.19321,8,Following too close,0,No,N,,,,,N,POINT (-75.193209999895 38.6390400003),S,Sussex,2012
1061,DE-2009-001061,2009,08/08/2009,1450,B,0,0,1,0,1,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.7364975,39.6866074,2009 Aug 08 02:50:00 PM,7,Saturday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.6866074,-75.7364975,,,0,No,N,,,,,N,POINT (-75.736497500305 39.686607399665),N,New Castle,2009
1062,DE-2013-001062,2013,07/06/2013,2334,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),3. Dusk,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.36982,38.7895,2013 Jul 06 11:34:00 PM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,3,Dusk,1,Clear,,,Y,N,N,N,N,38.7895,-75.36982,15,Other improper driving,0,No,N,,,,,N,POINT (-75.369820000174 38.789500000104),S,Sussex,2013
1063,DE-2010-001063,2010,10/24/2010,2015,O,0,0,0,0,0,0,0,,16. Other,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.51141,38.62528,2010 Oct 24 08:15:00 PM,1,Sunday,2,Property Damage Only,N,N,88,Other,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.62528,-75.51141,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.511410000161 38.625279999667),S,Sussex,2010
1064,DE-2015-001064,2015,09/02/2015,1145,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.47088,39.82009,2015 Sep 02 11:45:00 AM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.82009,-75.47088,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.470879999818 39.820089999739),N,New Castle,2015
1065,DE-2015-001065,2015,11/06/2015,1640,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.68641,39.45265,2015 Nov 06 04:40:00 PM,6,Friday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.45265,-75.68641,14,Improper backing,0,No,N,,,,,N,POINT (-75.686410000261 39.452649999762),N,New Castle,2015
1066,DE-2015-001066,2015,03/17/2015,1154,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.31948,38.60156,2015 Mar 17 11:54:00 AM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.60156,-75.31948,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.319479999873 38.601559999969),S,Sussex,2015
1067,DE-2013-001067,2013,11/02/2013,1826,O,0,0,0,0,0,0,0,,Not Provided,9. Other,7. Unknown,7. Other,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.22983,38.73553,2013 Nov 02 06:26:00 PM,7,Saturday,1,Non-Reportable,N,N,99,Unknown,N,N,99,Unknown,99,Unknown,99,Unknown,,,Y,N,N,N,N,38.73553,-75.22983,99,Unknown,0,No,N,,,,,N,POINT (-75.229830000319 38.735530000222),S,Sussex,2013
1068,DE-2015-001068,2015,06/01/2015,1456,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,001,001. Kent County,,,,,,,,,,,,,-75.52849,39.18026,2015 Jun 01 02:56:00 PM,2,Monday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.18026,-75.52849,7,Improper lane change,0,No,N,,,,,N,POINT (-75.528490000136 39.180259999937),K,Kent,2015
1069,DE-2009-001069,2009,08/10/2009,1552,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.6034549,39.6664949,2009 Aug 10 03:52:00 PM,2,Monday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.6664949,-75.6034549,,,0,No,N,,,,,N,POINT (-75.603454900178 39.66649489981),N,New Castle,2009
1070,DE-2015-001070,2015,01/18/2015,1428,O,0,0,0,0,0,0,0,,8. Non-Collision,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.51485,39.74334,2015 Jan 18 02:28:00 PM,1,Sunday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.74334,-75.51485,19,"Other environmental circumstances - weather, glare",0,No,N,,,,,N,POINT (-75.514849999727 39.743340000219),N,New Castle,2015
1071,DE-2015-001071,2015,07/26/2015,0351,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.55142,39.69919,2015 Jul 26 03:51:00 AM,7,Saturday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.69919,-75.55142,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.551419999921 39.699189999851),N,New Castle,2015
1072,DE-2015-001072,2015,11/08/2015,1432,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.19553,38.62491,2015 Nov 08 02:32:00 PM,1,Sunday,1,Non-Reportable,Y,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.62491,-75.19553,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.195529999728 38.624909999692),S,Sussex,2015
1073,DE-2015-001073,2015,07/15/2015,1048,O,0,0,0,0,0,0,0,,Not Provided,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.14098,38.7364,2015 Jul 15 10:48:00 AM,4,Wednesday,1,Non-Reportable,Y,N,,,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.7364,-75.14098,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.140979999932 38.73639999999),S,Sussex,2015
1074,DE-2011-001074,2011,05/19/2011,2012,B,0,0,1,0,1,0,1,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,Yes,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.56713,39.74005,2011 May 19 08:12:00 PM,5,Thursday,3,Personal Injury Crash,N,Y,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.74005,-75.56713,88,Other,0,No,N,,,,,N,POINT (-75.567129999918 39.74005000023),N,New Castle,2011
1075,DE-2013-001075,2013,07/22/2013,1233,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.62206,39.62535,2013 Jul 22 12:33:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.62535,-75.62206,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.622059999655 39.625350000034),N,New Castle,2013
1076,DE-2014-001076,2014,10/10/2014,1920,B,0,0,1,0,1,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.58207,39.66868,2014 Oct 10 07:20:00 PM,6,Friday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.66868,-75.58207,88,Other,0,No,N,,,,,N,POINT (-75.582069999986 39.668680000126),N,New Castle,2014
1077,DE-2011-001077,2011,12/21/2011,0045,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.707,39.51136,2011 Dec 21 12:45:00 AM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.51136,-75.707,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.707000000123 39.511359999892),N,New Castle,2011
1078,DE-2011-001078,2011,01/19/2011,1849,O,0,0,0,0,0,0,0,,16. Other,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.55108,39.74985,2011 Jan 19 06:49:00 PM,4,Wednesday,1,Non-Reportable,Y,N,6,Rear to side,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.74985,-75.55108,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.551080000163 39.749849999871),N,New Castle,2011
1079,DE-2013-001079,2013,06/07/2013,1748,O,0,0,0,0,0,0,0,,8. Non-Collision,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.35763,38.87701,2013 Jun 07 05:48:00 PM,6,Friday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,38.87701,-75.35763,1,Speeding,0,No,N,,,,,N,POINT (-75.357630000109 38.877009999961),S,Sussex,2013
1080,DE-2015-001080,2015,03/09/2015,0001,O,0,0,0,0,0,0,0,,Not Provided,9. Other,7. Unknown,7. Other,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.71973,39.48264,2015 Mar 09 12:01:00 AM,1,Sunday,1,Non-Reportable,N,N,,,N,N,,,,,,,,,Y,N,N,N,N,39.48264,-75.71973,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.719729999963 39.482640000005),N,New Castle,2015
1081,DE-2015-001081,2015,05/19/2015,1635,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.60456,39.66529,2015 May 19 04:35:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.66529,-75.60456,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.604559999555 39.665290000335),N,New Castle,2015
1082,DE-2012-001082,2012,06/22/2012,2327,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.18324,38.67679,2012 Jun 22 11:27:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.67679,-75.18324,8,Following too close,0,No,N,,,,,N,POINT (-75.183240000104 38.676789999838),S,Sussex,2012
1083,DE-2009-001083,2009,11/11/2009,0520,B,0,0,1,0,1,0,0,,1. Rear End,5. Rain,4. Darkness - Road Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.5933083,38.6405922,2009 Nov 11 05:20:00 AM,4,Wednesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,4,Dark-Lighted,4,Rain,,,Y,N,N,N,N,38.6405922,-75.5933083,,,0,No,N,,,,,N,POINT (-75.593308299686 38.640592199774),S,Sussex,2009
1084,DE-2011-001084,2011,10/22/2011,1913,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,Yes,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.67087,39.66754,2011 Oct 22 07:13:00 PM,7,Saturday,1,Non-Reportable,Y,N,3,Angle,Y,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.66754,-75.67087,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.670870000144 39.667539999702),N,New Castle,2011
1085,DE-2010-001085,2010,11/06/2010,0000,O,0,0,0,0,0,0,0,,5. Sideswipe - Opposite Direction,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.58707,38.60773,2010 Nov 06 12:00:00 AM,6,Friday,2,Property Damage Only,N,N,5,"Sideswipe, opposite direction",N,N,1,Dry,5,Dark-Not Lighted,1,Clear,1,Clear,Y,N,N,N,N,38.60773,-75.58707,99,Unknown,0,No,N,,,,,N,POINT (-75.5870700004 38.607729999741),S,Sussex,2010
1086,DE-2015-001086,2015,10/10/2015,0701,O,0,0,0,0,0,0,0,,Not Provided,9. Other,7. Unknown,7. Other,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,001,001. Kent County,,,,,,,,,,,,,-75.54225,39.2395,2015 Oct 10 07:01:00 AM,7,Saturday,1,Non-Reportable,Y,N,,,N,N,,,,,,,,,Y,N,N,N,N,39.2395,-75.54225,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.542250000196 39.239499999704),K,Kent,2015
1087,DE-2009-001087,2009,10/07/2009,2130,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.2787239,38.5665285,2009 Oct 07 09:30:00 PM,4,Wednesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.5665285,-75.2787239,,,0,No,N,,,,,N,POINT (-75.278723899861 38.566528499965),S,Sussex,2009
1088,DE-2012-001088,2012,11/21/2012,0308,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,Yes,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.59347,39.72322,2012 Nov 21 03:08:00 AM,3,Tuesday,2,Property Damage Only,N,N,3,Angle,Y,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.72322,-75.59347,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.593470000031 39.723219999818),N,New Castle,2012
1089,DE-2009-001089,2009,05/26/2009,1255,B,0,0,1,0,1,0,0,,1. Rear End,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.5309989,39.7566663,2009 May 26 12:55:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.7566663,-75.5309989,,,0,No,N,,,,,N,POINT (-75.530998900401 39.756666300246),N,New Castle,2009
1090,DE-2012-001090,2012,05/17/2012,0400,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.63656,39.64636,2012 May 17 04:00:00 AM,5,Thursday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.64636,-75.63656,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.636560000405 39.646359999746),N,New Castle,2012
1091,DE-2012-001091,2012,03/22/2012,1122,O,0,0,0,0,0,0,0,,Not Provided,9. Other,7. Unknown,7. Other,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.64886,39.52681,2012 Mar 22 11:22:00 AM,5,Thursday,1,Non-Reportable,N,N,,,N,N,,,,,,,,,Y,N,N,N,N,39.52681,-75.64886,8,Following too close,0,No,N,,,,,N,POINT (-75.648860000075 39.526809999821),N,New Castle,2012
1092,DE-2012-001092,2012,10/14/2012,0115,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,001,001. Kent County,,,,,,,,,,,,,-75.56378,39.02399,2012 Oct 14 01:15:00 AM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.02399,-75.56378,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.563779999866 39.023989999746),K,Kent,2012
1093,DE-2012-001093,2012,04/19/2012,1224,O,0,0,0,0,0,0,0,,3. Head On,9. Other,5. Darkness - Road Not Lighted,7. Other,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.13557,38.51818,2012 Apr 19 12:24:00 PM,5,Thursday,2,Property Damage Only,N,N,2,Front to front,N,N,99,Unknown,5,Dark-Not Lighted,99,Unknown,,,Y,N,N,N,N,38.51818,-75.13557,99,Unknown,0,No,N,,,,,N,POINT (-75.135570000338 38.518179999814),S,Sussex,2012
