Casetrackingid,Accidentdate,Accidenttime,Numberkilled,Numberinjured,Totalvehicles,Totalnonmotorists,Juvenilesinvolvedindicator,Secondarycrashindicator,Constructionzoneindicator,Schoolzoneindicator,Latitude,Longitude,Onroadaddress,_Primarystreet,_Crossstreet,Location,Numberoflanesblocked,Laneposition,Harmfulevent1,Harmfulevent2,Harmfulevent3,Harmfulevent4,Mostharmfulevent,Roadcontourcurves,Roadcontourgrade,Approachovertakingturn,Lightingcondition,Roaddescription,Roadcondition,Weathercondition1,Weathercondition2,Hitandrun_V1,Noncontact_V1,Parked_V1,Unlicenseddriver_V1,Duiindicator_V1,Vehicledefectcondition_V1,Positioninvehicle_D1,Drivingrestrictions_D1,Drivingendorsements_D1,Ejectionpath_D1,Safetyequipmentuse_D1,Safetyequipmenthelmet_D1,Age_D1,Airbagdeployment_D1,Injuryseverity_D1,Alcoholsuspected_D1,Marijuanasuspected_D1,Otherdrugssuspected_D1,Testedforotherdrugs_D1,Personsexcode_D1,Deadatscene_D1,Vehicletype_V1,Specialfunction_V1,Emergencylightsactivated_V1,Directionoftravel_V1,Vehiclemovement_V1,Roadwayspeedlimit_V1,Estimatedvehiclespeed_V1,Driverstatedspeed_V1,Driveraction1_V1,Driveraction2_V1,Mostapprthumancontrfactor1_V1,Mostapprthumancontrfactor2_V1,Mostapprthumancontrfactor3_V1,Autonomousvehiclecapability_V1,Drivercededcontrol_V1,Nonmotoristtype_V1,Nonmotoristmovement_V1,Nonmotoristlocation_V1,Nonmotoristlegofint_V1,Nonmotoristtypeoffacility_V1,Nonmotoristaction1_V1,Nonmotoristaction2_V1,Nonmotoristcontrfctr1_V1,Nonmotoristcontrfctr2_V1,Nonmotoristcontrfctr3_V1,Hitandrun_V2,Noncontact_V2,Parked_V2,Unlicenseddriver_V2,Duiindicator_V2,Vehicledefectcondition_V2,Positioninvehicle_D2,Drivingrestrictions_D2,Drivingendorsements_D2,Ejectionpath_D2,Safetyequipmentuse_D2,Safetyequipmenthelmet_D2,Age_D2,Airbagdeployment_D2,Injuryseverity_D2,Alcoholsuspected_D2,Marijuanasuspected_D2,Otherdrugssuspected_D2,Testedforotherdrugs_D2,Personsexcode_D2,Vehicletype_V2,Specialfunction_V2,Emergencylightsactivated_V2,Directionoftravel_V2,Vehiclemovement_V2,Roadwayspeedlimit_V2,Estimatedvehiclespeed_V2,Driverstatedspeed_V2,Driveraction1_V2,Driveraction2_V2,Mostapprthumancontrfactor1_V2,Mostapprthumancontrfactor2_V2,Mostapprthumancontrfactor3_V2,Autonomousvehiclecapability_V2,Drivercededcontrol_V2,Nonmotoristtype_V2,Nonmotoristmovement_V2,Nonmotoristlocation_V2,Nonmotoristlegofint_V2,Nonmotoristtypeoffacility_V2,Nonmotoristaction1_V2,Nonmotoristaction2_V2,Nonmotoristcontrfctr1_V2,Nonmotoristcontrfctr2_V2,Nonmotoristcontrfctr3_V2,Hitandrun_V3,Noncontact_V3,Parked_V3,Unlicenseddriver_V3,Duiindicator_V3,Positioninvehicle_D3,Drivingrestrictions_D3,Drivingendorsements_D3,Ejection_D3,Safetyequipmentuse_D3,Age_D3,Airbagdeployment_D3,Injuryseverity_D3,Alcoholsuspected_D3,Marijuanasuspected_D3,Otherdrugssuspected_D3,Testedforotherdrugs_D3,Personsexcode_D3,Vehicletype_V3,Specialfunction_V3,Emergencylightsactivated_V3,Directionoftravel_V3,Vehiclemovement_V3,Roadwayspeedlimit_V3,Estimatedvehiclespeed_V3,Driverstatedspeed_V3,Driveraction1_V3,Driveraction2_V3,Mostapprthumancontrfactor1_V3,Mostapprthumancontrfactor2_V3,Mostapprthumancontrfactor3_V3,Autonomousvehiclecapability_V3,Drivercededcontrol_V3,Nonmotoristtype_V3,Nonmotoristmovement_V3,Nonmotoristlocation_V3,Nonmotoristlegofint_V3,Nonmotoristtypeoffacility_V3,Nonmotoristaction1_V3,Nonmotoristaction2_V3,Nonmotoristcontrfctr1_V3,Nonmotoristcontrfctr2_V3,Nonmotoristcontrfctr3_V3
250110291,12/13/2025 12:45:00 PM,12/13/2025 12:45:00 PM,0.00,1.00,1.00,0.00,false,false,false,false,39.37,-104.68,11000.00,DEERFIELD RD,,Ran off left side,0.00,,Ground,,,,Ground,Curve Right,Level,Not Applicable,Daylight,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,Complied With,Motorcycle,Not used,No Helmet,56.00,Not Equipped,Suspected Serious Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Motorcycle,No Special Function,false,Southwest,Negotiating a Curve,30.00,50.00,,Speeding,,Not Observed,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250110360,12/13/2025 5:59:00 PM,12/13/2025 5:59:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.55,-104.95,,UNIVERSITY BLVD,9350,On-roadway,0.00,4,Rear to Side,,,,Rear to Side,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",80.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,South,Going Straight,45.00,45.00,,Failed to Stop at Signal,,Not Observed,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",58.00,Not Deployed,No Apparent Injury,No Other Method,Marijuana Not Suspected,No Other Method,Not Tested,f,SUV,No Special Function,false,East,Making Left Turn,15.00,10.00,10.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250110411,12/13/2025 10:47:00 PM,12/13/2025 10:47:00 PM,0.00,0.00,2.00,0.00,true,false,false,false,39.54,-104.91,,QUEBEC ST,UNIVERSITY BLVD,On-roadway,2.00,3,Front to Side,,,,Front to Side,Straight,Level,Not Applicable,Dark-lighted,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",18.00,Deployed at pos. and others,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,South,Making Left Turn,45.00,10.00,15.00,Disregarded Other Device / Sign / Markings,Careless Driving,Driver Unfamiliar With Area,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",56.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Pickup Truck/Utility Van,No Special Function,false,North,Going Straight,45.00,40.00,45.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250110551,12/14/2025 12:35:00 PM,12/14/2025 12:35:00 PM,0.00,0.00,2.00,0.00,true,false,false,false,39.57,-104.94,,COLORADO BLVD,COUNTY LINE RD,On-roadway,0.00,2,Front to Rear,,,,Front to Rear,Straight,Level,Not Applicable,Daylight,Intersection Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",38.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,North,Going Straight,45.00,5.00,5.00,Followed Too Closely,,Not Observed,,,Driver Assistance,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",16.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,Passenger Car/Passenger Van,No Special Function,false,North,Stopped in Traffic,45.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250110561,12/14/2025 1:37:00 PM,12/14/2025 1:37:00 PM,0.00,1.00,2.00,0.00,false,false,false,false,39.54,-104.94,,UNIVERSITY BLVD,WILDCAT RESERVE PKWY,On-roadway,3.00,1,Front to Rear,,,,Front to Rear,Straight,Level,Not Applicable,Daylight,Intersection Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",40.00,Deployed at pos. only,Suspected Minor Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,Passenger Car/Passenger Van,No Special Function,false,East,Going Straight,45.00,45.00,45.00,Careless Driving,,Not Observed,,,Driver Assistance,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",35.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Passenger Car/Passenger Van,No Special Function,false,East,Stopped in Traffic,45.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250110566,12/14/2025 1:53:00 PM,12/14/2025 1:53:00 PM,0.00,1.00,1.00,1.00,true,false,false,false,39.53,-105.02,,HIGHLANDS RANCH PKWY,WESTRIDGE VILLAGE PKWY,On-roadway,0.00,,Bicycle / Motorized Bicycle,,,,Bicycle / Motorized Bicycle,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",70.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,North,Making Right Turn,45.00,2.00,2.00,Failed to Yield ROW,,Looked / Did Not See,,,No Automation,,Bicyclist,Going Straight,Intersection-Marked Crosswalk,Southeast,Marked Bicycle Lane,Traveling Along Roadway Against Traffic In or Adjacent to Travel Lane,,No Apparent Contributing Factor,,,,,,,,,,,,,,Helmet Properly Used,60.00,,Suspected Minor Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250110605,12/14/2025 4:21:00 PM,12/14/2025 4:21:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.56,-104.91,,QUEBEC ST,CHESTNUT HILL ST(N),On-roadway,2.00,3,Front to Side,,,,Front to Side,Straight,Level,Approach Turn,Dawn or dusk,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",90.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,South,Making Left Turn,45.00,20.00,20.00,Failed to Yield ROW,,Age / Driver Ability,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",25.00,Deployed at pos. only,Possible Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,Passenger Car/Passenger Van,No Special Function,false,North,Going Straight,45.00,40.00,40.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250110630,12/14/2025 7:26:00 PM,12/14/2025 7:26:00 PM,0.00,1.00,1.00,0.00,true,false,false,false,39.52,-105.05,,CHATFIELD LAKE RD,EAGLE RIVER ST,On-roadway,0.00,1,Curb,Other Fixed Object,,,Other Fixed Object,Curve Left,Level,Not Applicable,Dark-unlighted,Roundabout,Dry,Clear,,true,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Unknown,"N/A Cars, truck, etc.",44.00,Deployed at pos. only,Possible Injury,Yes SFST,Marijuana Not Suspected,No Observed,Blood,f,,SUV,No Special Function,false,West,Weaving,30.00,20.00,,Careless Driving,,Other Factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250110754,12/15/2025 7:45:00 AM,12/15/2025 7:45:00 AM,0.00,0.00,1.00,0.00,false,false,false,false,39.49,-104.93,8600.00,DANIELS PARK RD,,Ran off left side,0.00,1,Fence,,,,Fence,Curve Left,Downhill,Not Applicable,Dawn or dusk,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",41.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Pickup Truck/Utility Van,No Special Function,false,South,Going Straight,25.00,20.00,20.00,Other Contributing Action,,Sun Glare,,,Driver Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250110810,12/15/2025 1:05:00 PM,12/15/2025 1:05:00 PM,0.00,0.00,1.00,1.00,false,false,false,false,39.55,-104.94,9350.00,COLORADO BLVD,,On-roadway,0.00,1,Bicycle / Motorized Bicycle,,,,Bicycle / Motorized Bicycle,Straight,Level,Approach Turn,Daylight,Driveway Access Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",75.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,South,Making Left Turn,45.00,10.00,,Failed to Yield ROW,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,,,,,No Helmet,36.00,,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Unknown Hit & Run Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250110898,12/15/2025 4:10:00 PM,12/15/2025 4:10:00 PM,0.00,0.00,1.00,0.00,false,false,false,false,39.56,-104.83,,GRASSLANDS DR,HIGHFIELD PKWY,On-roadway,1.00,0,Curb,,,,Curb,Curve Right,Level,Not Applicable,Dawn or dusk,At Intersection,Dry,Clear,,false,false,false,false,false,Defective Tires,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",27.00,Deployed at pos. and others,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,North,Making Right Turn,25.00,30.00,25.00,Speeding,Other Contributing Action,Not Observed,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250110927,12/15/2025 8:41:00 PM,12/15/2025 8:41:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.57,-104.94,,COUNTY LINE RD,COLORADO BLVD,On-roadway,1.00,2,Front to Rear,,,,Front to Rear,Straight,Uphill,Not Applicable,Dark-lighted,Intersection Related,Dry,Clear,,false,false,false,true,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",19.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Pickup Truck/Utility Van,No Special Function,false,East,Going Straight,45.00,15.00,15.00,Followed Too Closely,,Driver Inexperience,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",31.00,Not Deployed,Possible Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,Passenger Car/Passenger Van,No Special Function,false,East,Stopped in Traffic,45.00,0.00,45.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111127,12/16/2025 1:21:00 PM,12/16/2025 1:21:00 PM,0.00,0.00,2.00,0.00,true,false,false,false,39.54,-104.94,4000.00,GRACE BLVD,,On-roadway,0.00,1,Front to Side,Curb,,,Front to Side,Straight,Level,Not Applicable,Daylight,Driveway Access Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",16.00,Deployed at pos. only,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,East,Making Left Turn,30.00,10.00,10.00,Failed to Yield ROW,,Driver Inexperience,Looked / Did Not See,,Driver Assistance,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",17.00,Deployed at pos. only,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,West,Going Straight,30.00,35.00,40.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111176,12/16/2025 3:17:00 PM,12/16/2025 3:17:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.37,-104.68,,HWY 86,FLINTWOOD RD,On-roadway,2.00,1,Front to Front,,,,Front to Front,Straight,Level,Not Applicable,Daylight,Intersection Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",39.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,East,Making Left Turn,55.00,10.00,5.00,Lane Violation,,Looked / Did Not See,,,Driver Assistance,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,Not Complied With,Motorcycle,Properly used,Helmet Properly Used,18.00,Not Equipped,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Motorcycle,No Special Function,false,South,Slowing,40.00,5.00,5.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111177,12/16/2025 3:15:00 PM,12/16/2025 3:15:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.56,-104.91,,QUEBEC ST,PALOMINO PKWY,On-roadway,1.00,1,Front to Rear,,,,Front to Rear,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",34.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,North,Making Left Turn,45.00,5.00,5.00,Followed Too Closely,,Driver Inexperience,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",73.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,North,Making Left Turn,40.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111184,12/16/2025 3:42:00 PM,12/16/2025 3:42:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.53,-104.94,,FAIRVIEW PKWY,WILDCAT RESERVE PKWY,On-roadway,0.00,2,Front to Side,,,,Front to Side,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",51.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,South,Going Straight,40.00,40.00,,Failed to Stop at Signal,,Aggressive Driving,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",68.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Passenger Car/Passenger Van,No Special Function,false,East,Making Left Turn,40.00,20.00,,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111211,12/16/2025 4:34:00 PM,12/16/2025 4:34:00 PM,0.00,0.00,2.00,0.00,true,false,true,false,39.53,-104.80,15950.00,LINCOLN AVE,,On-roadway,0.00,1,Side to Side - Same Direction,,,,Side to Side - Same Direction,Straight,Level,Not Applicable,Daylight,Non-intersection,Dry,Clear,,true,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",47.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Pickup Truck/Utility Van,No Special Function,false,East,Going Straight,45.00,10.00,0.00,Lane Violation,,Not Observed,,,No Automation,,,,,,,,,,,,false,true,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",17.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Passenger Car/Passenger Van,No Special Function,false,East,Going Straight,45.00,10.00,10.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111219,12/16/2025 5:29:00 PM,12/16/2025 5:29:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.56,-104.90,,QUEBEC ST,PARK MEADOWS DR,On-roadway,1.00,1,Side to Side - Same Direction,,,,Side to Side - Same Direction,Curve Left,Uphill,Not Applicable,Dark-lighted,Intersection Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Improperly used,"N/A Cars, truck, etc.",46.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,North,Changing lanes,40.00,25.00,25.00,Lane Violation,Disregarded Other Device / Sign / Markings,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",59.00,Not Equipped,Possible Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Passenger Car/Passenger Van,No Special Function,false,North,Going Straight,40.00,30.00,30.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111220,12/16/2025 4:30:00 PM,12/16/2025 4:30:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.55,-104.99,,BROADWAY,HIGHLANDS RANCH PKWY,On-roadway,0.00,1,Side to Side - Same Direction,,,,Side to Side - Same Direction,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",30.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,"Medium/Heavy Trucks crossing state line, GVWR/GCWR 10,001 or over",No Special Function,false,East,Making Left Turn,45.00,15.00,15.00,Lane Violation,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",63.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,"Medium/Heavy Trucks crossing state line, GVWR/GCWR 10,001 or over",No Special Function,false,East,Stopped in Traffic,45.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111319,12/17/2025 7:47:00 AM,12/17/2025 7:47:00 AM,0.00,0.00,2.00,0.00,true,false,false,false,39.53,-104.92,,QUEBEC ST,WILDCAT RIDGE,On-roadway,1.00,1,Front to Rear,,,,Front to Rear,Straight,Level,Not Applicable,Daylight,Intersection Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",16.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,North,Going Straight,45.00,5.00,5.00,Followed Too Closely,,Not Observed,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",50.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,North,Slowing,45.00,2.00,2.00,No Contributing Action,,,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250111447,12/17/2025 12:58:00 PM,12/17/2025 12:58:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.55,-105.00,,HIGHLANDS RANCH PKWY,BLAKE DR,On-roadway,2.00,1,Front to Front,,,,Front to Front,Straight,Uphill,Not Applicable,Daylight,Intersection Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",70.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,Passenger Car/Passenger Van,No Special Function,false,West,Going Straight,45.00,40.00,40.00,Failed to Stop at Signal,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",62.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Pickup Truck/Utility Van,No Special Function,false,South,Going Straight,25.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
