OBJECTID,Document Nbr,Crash Year,Crash Date,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Persons Injured,Pedestrians Killed,Pedestrians Injured,Vehicle Count,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Relation To Roadway,Roadway Alignment,Roadway Surface Type,Roadway Defect,Roadway Description,Intersection Type,Traffic Control Type,Traffic Control Status,Work Zone Related,Work Zone Location,Work Zone Type,School Zone,First Harmful Event,First Harmful Event Loc,Alcohol?,Animal Related?,Unrestrained?,Bike?,Distracted?,Drowsy?,Drug Related?,Guardrail Related?,Hitrun?,Lgtruck?,Motorcycle?,Pedestrian?,Speed?,Max Speed Diff,RoadDeparture Type,Intersection Analysis,Senior?,Young?,Mainline?,Night?,VDOT District,Juris Code,Physical Juris Name,Functional Class,Facility Type,Area Type,SYSTEM,VSP,Ownership,Planning District,MPO Name,RTE Name,RNS MP,Node,Node Offset (ft),x,y
639,171045190,2017,4/14/2017 4:00,1220,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,5. Hampton Roads,122,122. City of Norfolk,"5-Major Collector (I,4)",3-Two-Way Undivided,Urban,NonVDOT secondary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,S-VA122PR 1ST VIEW ST,0.5,485627,423.22,-76.26337304,36.9482234
640,172085206,2017,7/24/2017 4:00,1954,A,0,1,2,0,3,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Unbelted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,3. Lynchburg,71,071. Pittsylvania County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,VDOT Primary,6,1. State Hwy Agency,West Piedmont,DAN,R-VA   SR00041NB,5.48,,,-79.41785341,36.67367855
641,170655040,2017,3/5/2017 5:00,1301,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,NonVDOT secondary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,S-VA134PR LYNNHAVEN PKWY,4.8,1091355,194.69,-76.10787561,36.79463887
642,171415199,2017,5/15/2017 4:00,1802,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,6. Traffic Lanes Marked,2. Yes - Working and Obscured,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,3. Lynchburg,19,019. Charlotte County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Secondary,3,1. State Hwy Agency,Commonwealth Regional,,R-VA019SC00727SB,8.32,198231,80,-78.80276056,37.17043632
643,171675299,2017,6/16/2017 4:00,1038,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,4. Stop Sign,1. Yes - Working,1. Yes,3. Activity Area,1. Lane Closure,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,Yes,Yes,Yes,No,4. Richmond,20,020. Chesterfield County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,VDOT Secondary,1,1. State Hwy Agency,"Richmond Regional, Crater",TCAT,R-VA020SC00620NB,1.47,723549,11.21,-77.39423902,37.31955392
644,170595345,2017,2/28/2017 5:00,2015,O,0,0,0,0,0,0,0,2,1. Rear End,5. Rain,4. Darkness - Road Lighted,2. Wet,5. On Entrance/Exit Ramp,10. On/Off Ramp,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"4. One-Way, Not Divided",1. Not at Intersection,14. Ped Crosswalk,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,Yes,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,Yes,9. Northern Virginia,100,100. City of Alexandria,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,7,3. City or Town Hwy Agency,Northern Virginia,NOVA,R-VA   SR00236EB,13.98,100282,115.02,-77.07548344,38.80659836
645,172925440,2017,9/22/2017 4:00,2105,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,Yes,Yes,Yes,5. Hampton Roads,121,121. City of Newport News,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   US00060WB,252.64,646065,70.61,-76.55587297,37.15633389
646,171435038,2017,5/14/2017 4:00,1950,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,28. Ran Off Road,2. Shoulder,No,No,Belted,No,No,No,No,No,No,No,Yes,No,No,,RD_LEFT,Not Intersection,No,No,Yes,No,4. Richmond,74,074. Prince George County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Secondary,1,1. State Hwy Agency,Crater,,R-VA074SC00616EB,7.34,,,-77.17263436,37.19069035
647,172595145,2017,9/15/2017 4:00,2040,A,0,1,1,1,3,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,8. Non-Intersection,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,7. No Passing Lines,1. Yes - Working,2. No,,,3. No,2. Trees,1. On Roadway,Yes,No,Unbelted,No,No,No,No,No,No,No,No,No,Yes,15,RD_RIGHT,Not Intersection,No,No,Yes,Yes,1. Bristol,38,038. Grayson County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Secondary,4,1. State Hwy Agency,Mount Rogers,,R-VA038SC00622NB,6.4,,,-80.96381094,36.62429886
648,170275410,2017,1/27/2017 5:00,1921,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,Yes,No,Yes,Yes,4. Richmond,42,042. Hanover County,"1-Interstate (A,1)",4-Two-Way Divided,Rural,VDOT Interstate,1,1. State Hwy Agency,Richmond Regional,RICH,R-VA   IS00095SB,88.62,,,-77.44821894,37.70989937
649,172165050,2017,8/3/2017 4:00,2320,O,0,0,0,0,0,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,2. Wet,10. Intersection Related - Within 150 Feet,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,Yes,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,Yes,No,Yes,Yes,9. Northern Virginia,53,053. Loudoun County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   SR00007EB,48.68,428629,150.3,-77.38529434,39.02161779
650,172575071,2017,9/13/2017 4:00,555,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,5. Rain,5. Darkness - Road Not Lighted,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,28. Ran Off Road,1. On Roadway,No,No,Belted,No,Yes,Yes,No,No,No,No,No,No,No,,RD_LEFT,Not Intersection,No,No,Yes,Yes,7. Culpeper,30,030. Fauquier County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Secondary,2,1. State Hwy Agency,Rappahannock - Rapidan,,R-VA030SC00806NB,14.34,,,-77.63488122,38.64484499
651,171795237,2017,6/23/2017 4:00,2000,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),3. Dusk,1. Dry,8. Non-Intersection,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,2. Trees,4. Roadside,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,RD_RIGHT,Not Intersection,No,No,Yes,No,6. Fredericksburg,16,016. Caroline County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Secondary,1,1. State Hwy Agency,George Washington Regional,,R-VA016SC00639WB,6.83,,,-77.48016366,38.02536584
652,172375259,2017,8/22/2017 4:00,847,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,15. Reduced Speed - School Zone,1. Yes - Working,2. No,,,1. Yes,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,No,2. Salem,154,154. Town of Christiansburg,"7-Local (J,6)",3-Two-Way Undivided,Urban,NonVDOT secondary,6,3. City or Town Hwy Agency,New River Valley,NRV,S-VA154PR WADES LN,0.17,,,-80.41683738,37.13570925
653,171225272,2017,5/2/2017 4:00,1203,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,No,5. Hampton Roads,124,124. City of Portsmouth,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,NonVDOT secondary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,S-VA124PR EFFINGHAM ST,0.32,484352,109.18,-76.30702825,36.83778378
654,172035049,2017,7/21/2017 4:00,1218,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,4. Richmond,43,043. Henrico County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,1,1. State Hwy Agency,Richmond Regional,RICH,R-VA   IS00095NB,86.4,,,-77.44998126,37.6781861
655,172135293,2017,7/31/2017 4:00,1035,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,"5-Major Collector (I,4)",3-Two-Way Undivided,Urban,NonVDOT secondary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,S-VA134PR FERRY PLANTATION RD,0.4,541370,59.02,-76.1387101,36.87350551
656,173555380,2017,12/20/2017 5:00,1705,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,30,NOT_RD,VDOT Intersection,No,No,Yes,Yes,5. Hampton Roads,167,167. Town of Belle Haven,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Primary,5,1. State Hwy Agency,Accomack-Northampton,,R-VA   SR00178NB,0.97,105941,56.83,-75.82179015,37.54871708
657,172335064,2017,8/17/2017 4:00,1028,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,Yes,No,Yes,No,9. Northern Virginia,53,053. Loudoun County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   SR00007EB,48.05,429672,39.56,-77.39497063,39.02674107
658,172805119,2017,10/6/2017 4:00,1320,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,4. Stop Sign,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,Yes,No,Yes,No,8. Staunton,138,138. City of Winchester,"3-Principal Arterial - Other (E,2)",1-One-Way Undivided,Urban,NonVDOT primary,2,3. City or Town Hwy Agency,Northern Shenandoah Valley,WINC,R-VA   US00011PA001,0.8,1015854,10.9,-78.16599574,39.1873946
659,172385190,2017,8/26/2017 4:00,1540,A,0,1,0,0,1,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,14. Ditch,2. Shoulder,No,No,Belted,No,No,No,No,No,No,No,Yes,No,Yes,5,RD_RIGHT,Not Intersection,No,No,Yes,No,7. Culpeper,39,039. Greene County,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Rural,VDOT Primary,3,1. State Hwy Agency,Thomas Jefferson,,R-VA   US00033WB,47.44,,,-78.52508389,38.34814811
660,172415321,2017,8/29/2017 4:00,1350,O,0,0,0,0,0,0,0,2,1. Rear End,5. Rain,2. Daylight,2. Wet,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,Yes,Yes,Yes,No,4. Richmond,106,106. City of Colonial Heights,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Crater,TCAT,R-VA   US00001NB,72.17,739234,53.51,-77.40927448,37.24330956
661,171685202,2017,6/17/2017 4:00,1020,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,2. Trees,2. Shoulder,No,No,Belted,No,No,No,No,No,Yes,No,No,No,No,,RD_RIGHT,Not Intersection,No,No,Yes,No,6. Fredericksburg,89,089. Stafford County,"7-Local (J,6)",3-Two-Way Undivided,Rural,VDOT Secondary,2,1. State Hwy Agency,George Washington Regional,FRED,R-VA089SC02223NB,0.17,,,-77.47637462,38.3928576
662,173575158,2017,12/22/2017 5:00,1730,B,0,0,1,0,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,8. Non-Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"4. One-Way, Not Divided",1. Not at Intersection,9. One Way Road or Street,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,Yes,20,NOT_RD,Not Intersection,No,No,Yes,Yes,5. Hampton Roads,121,121. City of Newport News,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,5,1. State Hwy Agency,Hampton Roads,HAMP,R-VA   IS00664EB,7.22,,,-76.40630465,36.95007851
663,173285007,2017,11/23/2017 5:00,2311,A,0,1,0,0,1,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,8. Non-Intersection,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,5. Slow or Warning Sign,1. Yes - Working,2. No,,,3. No,1. Bank Or Ledge,1. On Roadway,Yes,Yes,Belted,No,No,No,No,No,No,No,Yes,No,No,,RD_RIGHT,Not Intersection,No,No,Yes,Yes,7. Culpeper,32,032. Fluvanna County,"5-Major Collector (I,4)",3-Two-Way Undivided,Urban,VDOT Secondary,3,1. State Hwy Agency,Thomas Jefferson,,R-VA032SC00600NB,2.31,,,-78.29730521,37.90546769
664,170765252,2017,3/16/2017 4:00,1439,O,0,0,0,0,0,0,0,4,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,Yes,No,No,No,No,,NOT_RD,Not Intersection,Yes,No,Yes,No,9. Northern Virginia,29,029. Fairfax County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   IS00066EB,64.44,,,-77.22716762,38.88336941
665,170215188,2017,1/18/2017 5:00,1936,B,0,0,2,0,2,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",6. Roundabout,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,Yes,9. Northern Virginia,29,029. Fairfax County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   IS00495NB,6.59,,,-77.21975114,38.85163805
666,170685226,2017,3/9/2017 5:00,1511,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,2. Shoulder,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,No,6. Fredericksburg,88,088. Spotsylvania County,"5-Major Collector (I,4)",3-Two-Way Undivided,Urban,VDOT Secondary,2,1. State Hwy Agency,George Washington Regional,FRED,R-VA088SC00627NB,5.4,709225,243.12,-77.56779836,38.28070819
667,171065121,2017,4/16/2017 4:00,1339,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,4. Stop Sign,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,4. Richmond,20,020. Chesterfield County,"5-Major Collector (I,4)",3-Two-Way Undivided,Urban,VDOT Secondary,1,1. State Hwy Agency,"Richmond Regional, Crater",RICH,R-VA020SC00638EB,5.24,203319,6.06,-77.47597143,37.44036307
668,171525254,2017,5/29/2017 4:00,600,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),1. Dawn,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,5. Guard Rail,2. Shoulder,No,No,Belted,No,No,No,No,Yes,No,No,No,No,No,,RD_LEFT,Not Intersection,No,No,Yes,No,4. Richmond,42,042. Hanover County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,1,1. State Hwy Agency,Richmond Regional,RICH,R-VA   IS00095SB,87.36,,,-77.4507612,37.69258504
669,170295178,2017,1/29/2017 5:00,1811,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,10. Intersection Related - Within 150 Feet,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,Yes,7. Culpeper,2,002. Albemarle County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,3,1. State Hwy Agency,Thomas Jefferson,CVIL,R-VA   US00250WB,99.26,706145,54.7,-78.43870791,38.02659969
670,172935321,2017,10/16/2017 4:00,440,O,0,0,0,0,0,0,0,2,1. Rear End,5. Rain,4. Darkness - Road Lighted,2. Wet,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,17. Highway Safety Corridor,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,Yes,20,NOT_RD,Not Intersection,No,No,Yes,Yes,9. Northern Virginia,76,076. Prince William County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   IS00095SB,154.72,,,-77.31367361,38.60082236
671,171875240,2017,6/17/2017 4:00,738,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,1. Concrete,1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,Yes,No,Yes,No,5. Hampton Roads,114,114. City of Hampton,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   US00258EB,62.29,253136,15.32,-76.40160354,37.03879929
672,173015249,2017,10/27/2017 4:00,2039,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,Yes,4. Richmond,106,106. City of Colonial Heights,"7-Local (J,6)",3-Two-Way Undivided,Urban,NonVDOT secondary,1,3. City or Town Hwy Agency,Crater,TCAT,S-VA106PR SOUTHPARK BLVD,0.12,712787,79.52,-77.391734,37.24229853
